id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
19451087,Beautiful Jersey City 2BR | Upscale Amenities |GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,,28,2,2020-02-12,0.03,37,360,0,
19566341,Large 5 Bed 3Bath Condo 20Min Commute to Manhattan,137130688,Leo,,Ward F (councilmember Jermaine D. Robinson),40.71103,-74.07169,Entire home/apt,324,2,286,2025-05-26,3.07,3,342,27,STR-2024-02482
19633811,New 2 Bedroom apt. 2 miles from N.Y.C.,130583527,Roxanne & Richard,,Ward C (councilmember Richard Boggiano),40.72952651977539,-74.05741119384766,Entire home/apt,261,5,114,2025-05-20,1.18,1,64,18,STR-002150-2025
19841658,2nd floor suite/ Private bath & kitchenette,45401469,Dwayne,,Ward F (councilmember Jermaine D. Robinson),40.72368,-74.06736,Private room,75,5,186,2025-05-25,1.93,2,108,18,Exempt
20432924,Cozy Large Master Bedroom 20 minutes to NYC,145796552,Diyan,,Ward D (councilmember Michael Yun),40.74677,-74.05054,Private room,91,1,231,2025-06-09,2.42,5,256,27,STR-006046-2024
20476965,Charming Private Bedroom close to NYC and Hoboken,145796552,Diyan,,Ward D (councilmember Michael Yun),40.74832,-74.04987,Private room,80,1,203,2025-06-15,2.12,5,266,32,STR-006046-2024
20477673,Gorgeous private bedroom close to NYC and Hoboken,145796552,Diyan,,Ward D (councilmember Michael Yun),40.74815,-74.0511,Private room,,1,93,2024-10-11,0.98,5,0,14,STR-006046-2024
20494048,Spacious Studio/Downtown Jersey City/10min to NYC,174355,Geraldine,,Ward E (councilmember James Solomon),40.72639,-74.04156,Entire home/apt,136,3,259,2025-06-30,2.71,1,37,41,STR-003404-2024
20665079,Beautiful Private Room 20 Minutes to NYC,145796552,Diyan,,Ward D (councilmember Michael Yun),40.74836,-74.05008,Private room,81,1,111,2025-06-05,1.17,5,254,5,STR-006046-2024
20665345,Spacious Room 20 minutes from NYC and Hoboken,145796552,Diyan,,Ward D (councilmember Michael Yun),40.74655,-74.05093,Private room,80,1,147,2025-05-10,1.57,5,2,24,STR-006046-2024
20742928,Cozy apt in Jersey city near Public Transportation,72922734,Lisa,,Ward B (councilmember Mira Prinz-Arey),40.72021,-74.08522,Entire home/apt,86,28,239,2025-05-17,2.52,1,351,22,
20944256,Chic Large Family home! Quick train or bus to NYC!,125401585,Kennan & Michael,,Ward B (councilmember Mira Prinz-Arey),40.72624,-74.07753,Entire home/apt,233,1,329,2025-06-08,3.54,1,277,34,STR-001840-2025
21030895,2 blocks away from PATH train GROVE st station,15625009,Alexander A,,Ward E (councilmember James Solomon),40.72093,-74.04394,Entire home/apt,109,28,109,2025-05-31,1.16,28,317,2,
21074894,Stylish Apt 40 mins from NYC - TV/Laundry/Parking,19786530,Stanislav,,Ward F (councilmember Jermaine D. Robinson),40.7112,-74.0719,Entire home/apt,148,28,146,2025-05-03,1.55,3,235,12,
21596630,Cozy & Relaxing CLOSE to NYC feel like home apt.,110089923,Yesel,,Ward D (councilmember Michael Yun),40.75806,-74.04781,Entire home/apt,87,2,262,2025-06-07,2.87,1,45,23,
21596787,Garden Studio Minutes to Lower Manhattan,58456224,Melissa,,Ward E (councilmember James Solomon),40.71318,-74.03949,Entire home/apt,136,2,319,2025-06-07,3.44,2,188,32,STR-005927-2024
21609413,NEW- Great Private Room Near NYC #3,81986778,Mar,,Ward C (councilmember Richard Boggiano),40.73969,-74.05044,Private room,88,2,78,2025-06-06,0.84,6,269,7,STR-001299-2025
21753229,Huge 25 foot LOFT just $60 only 3 blocks from PATH,55599663,Lorraine,,Ward F (councilmember Jermaine D. Robinson),40.72053,-74.04864,Private room,60,30,25,2025-03-02,0.29,3,257,2,
21754019,"5 min train NYC, vintage Jules Verne theme, quiet",156655568,Kenneth Jerome,,Ward E (councilmember James Solomon),40.71625,-74.04267,Entire home/apt,231,2,222,2025-06-14,2.42,1,233,57,STR-2023-00134
21826420,Exclusive 2BR |J.C. +Pool & Gym!Close to Hospitals,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,Entire home/apt,,28,1,2018-12-17,0.01,10,360,0,
21858483,Spacious JC 2BR | Amenities | Family Friendly,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,Entire home/apt,,28,3,2020-07-14,0.04,10,338,0,
21861598,Modern 1BR | Kitchen | JC Hudson Riverfront | GLS,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,Entire home/apt,,28,4,2020-09-06,0.06,10,365,0,
21863860,"Beautiful Jersey City 1BR w/ Desk, steps to PATH",95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,Entire home/apt,,28,1,2019-10-13,0.01,10,365,0,
21864224,"Modern ""hotel suite"" type studio apt near Grove st",6139981,Rishma,,Ward E (councilmember James Solomon),40.71421,-74.04304,Entire home/apt,145,45,27,2024-08-18,0.29,1,26,1,
21865313,"Contemporary 1BR w/ Gym, Kitchen, Linens/Towels",95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,Entire home/apt,,28,2,2019-10-03,0.03,10,365,0,
21877277,Spacious 1BR | Family Friendly | Steps to PATH,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,Entire home/apt,,28,5,2020-12-24,0.08,10,355,0,
21969733,BRIGHT HOMEY AND COZY  MINUTES TO NEW YORK  CITY,49375477,Kenia,,Ward D (councilmember Michael Yun),40.7479,-74.05105,Entire home/apt,125,2,247,2025-06-10,2.68,2,241,40,STR-002543-2025
22193662,"160 ""1S"" Private Bright Cozy Room/WIFI/QuicktoNYC",6958867,Gennadiy,,Ward D (councilmember Michael Yun),40.74913,-74.05022,Private room,48,28,62,2025-05-01,0.68,36,64,9,Exempt
22204844,"*****Upscale in Prime Area, Minutes to Subway/Path",17032715,Denis,,Ward C (councilmember Richard Boggiano),40.72996,-74.0683,Entire home/apt,153,29,44,2020-02-23,0.48,6,173,0,
22266887,":-0 Fashionable&Spacious, 8-10 ppl From Super Host",17032715,Denis,,Ward C (councilmember Richard Boggiano),40.73007,-74.06984,Entire home/apt,155,29,42,2020-03-20,0.46,6,172,0,
22579698,Modern Downtown Jersey City Apt close to PATH,29164844,Alex,,Ward E (councilmember James Solomon),40.72425,-74.0531,Entire home/apt,111,28,156,2025-06-17,1.72,1,247,39,
22790239,❤️ Tiny House in the Garden | NYC | NJC l NEW,17378729,Teodorina,,Ward B (councilmember Mira Prinz-Arey),40.72727,-74.07918,Entire home/apt,94,1,320,2025-06-16,3.64,2,126,53,STR-2024-01143
22791970,Luxury Private Jersey City One Bedroom Apartment,9419684,Churchill,,Ward E (councilmember James Solomon),40.721886,-74.036446,Entire home/apt,,28,2,2018-09-25,0.02,14,330,0,
22956815,1BR in shared historic Jersey City brownstone,6873090,George,,Ward F (councilmember Jermaine D. Robinson),40.72058,-74.04834,Private room,135,29,15,2024-09-27,0.19,1,173,1,
23231832,Newly built 1 bedroom close to Manhattan,4438828,Richard,,Ward B (councilmember Mira Prinz-Arey),40.7132,-74.09209,Entire home/apt,89,29,74,2021-12-13,0.83,1,352,0,
23252244,"Renovated, Modern 1BR Apt in Prime Location",57140798,Suzanne,,Ward E (councilmember James Solomon),40.72706,-74.04263,Entire home/apt,141,2,219,2025-06-18,2.62,1,8,24,STR-001644-2024
23359316,"Downtown Jersey City Comfort – Modern, Clean Condo",166490138,Cynthia,,Ward E (councilmember James Solomon),40.72719,-74.04968,Entire home/apt,,180,12,2024-01-03,0.14,1,363,0,
23378308,"160 ""2F"" Private room right by NYC & DownT JC/WIFI",6958867,Gennadiy,,Ward D (councilmember Michael Yun),40.75119,-74.04807,Private room,,28,38,2024-06-13,0.45,36,25,0,Exempt
23629327,Newly renovated apartment  minutes from Manhattan,94112465,Jason,,Ward E (councilmember James Solomon),40.73128,-74.05083,Entire home/apt,91,30,105,2023-11-08,1.19,1,172,0,
23752956,Big Bright room New House WiFi minutes to NY,1410306,Eugene,,Ward D (councilmember Michael Yun),40.74935,-74.04983,Private room,,28,45,2025-03-21,0.51,31,0,1,
23791896,Lovely room for rent with private bathroom,178535875,Deepti,,Ward C (councilmember Richard Boggiano),40.7313943,-74.0591462,Private room,127,1,237,2025-05-10,2.68,21,70,31,Exempt
23809128,Lovely room for rent with private bathroom,178535875,Deepti,,Ward C (councilmember Richard Boggiano),40.73133809999999,-74.0590842,Private room,116,1,178,2025-06-01,2.02,21,68,17,Exempt
23836134,Lovely room for rent with private bathroom,178535875,Deepti,,Ward C (councilmember Richard Boggiano),40.73133809999999,-74.0590842,Private room,114,1,152,2025-06-03,1.73,21,117,25,Exempt
23843034,Lovely room for rent with private bathroom,178535875,Deepti,,Ward C (councilmember Richard Boggiano),40.73133809999999,-74.0590842,Private room,120,1,213,2025-05-16,2.42,21,92,29,Exempt
23860237,Lovely room for rent with private bathroom,178535875,Deepti,,Ward C (councilmember Richard Boggiano),40.7313943,-74.0591462,Private room,131,1,142,2025-06-01,1.61,21,123,9,Exempt
23860596,Lovely room for rent with shared bathroom,178535875,Deepti,,Ward C (councilmember Richard Boggiano),40.73133809999999,-74.0590842,Private room,94,1,230,2025-06-08,2.60,21,141,46,Exempt
23872195,"Modern Apt, dwntwn JC 8mins to NYC (APT 3)",21009089,,,Ward E (councilmember James Solomon),40.72499,-74.04518,Entire home/apt,139,2,319,2025-06-16,3.62,2,3,39,STR-000554-2024
23897095,Lovely room for rent with private bathroom,178535875,Deepti,,Ward C (councilmember Richard Boggiano),40.7313943,-74.0591462,Private room,126,1,220,2025-01-02,2.51,21,145,15,Exempt
23905194,Lovely room for rent with private bathroom,178535875,Deepti,,Ward C (councilmember Richard Boggiano),40.73179,-74.05992,Private room,115,1,244,2025-05-17,2.75,21,129,31,Exempt
23924196,Lovely Room with Private bath,178535875,Deepti,,Ward C (councilmember Richard Boggiano),40.73111,-74.05854,Private room,105,1,96,2025-06-05,1.09,21,97,1,Exempt
23957017,Lovely room for rent with shared bathroom,178535875,Deepti,,Ward C (councilmember Richard Boggiano),40.73201637812026,-74.06011839659494,Private room,71,1,189,2025-06-10,2.17,21,165,18,Exempt
24186040,Lovely room for rent with shared bathroom,178535875,Deepti,,Ward C (councilmember Richard Boggiano),40.73175840476117,-74.0601599431134,Private room,89,1,202,2025-06-02,2.30,21,114,25,Exempt
24539308,Classic 2 Bedroom Apartment in Jersey City Newport,9419684,Churchill,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,,28,5,2025-04-01,0.06,14,338,1,
24539844,Luxury Furnished 2 Bedroom Apartment Jersey City,9419684,Churchill,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,,28,1,2020-01-03,0.01,14,360,0,
24540481,Lovely room for rent with shared bathroom,178535875,Deepti,,Ward C (councilmember Richard Boggiano),40.73054853710539,-74.05799251811474,Private room,91,1,211,2025-06-01,2.41,21,175,24,Exempt
24887443,Business+Family Friendly Balcony Jacuzzi Free Park,122758318,Prakash,,Ward D (councilmember Michael Yun),40.75832,-74.05055,Entire home/apt,256,1,126,2025-06-19,1.46,1,47,17,STR-005516-2024
25054850,Spacious 4BR home 30 mins* from NY! Parking avail!,25954357,Leslie Lane,,Ward C (councilmember Richard Boggiano),40.74334,-74.05683,Entire home/apt,443,4,195,2025-06-09,2.25,1,111,24,STR-005297-2024
25122936,⭐Minutes to NYC⭐ Brownstone beauty | FREE PARKING,15266563,Timothy,,Ward F (councilmember Jermaine D. Robinson),40.72404,-74.06503,Entire home/apt,185,2,372,2025-06-07,4.32,2,76,53,STR-002758-2024
25214391,Historic Downtown JC 2 bed/2 bath,318287,Cindy,,Ward E (councilmember James Solomon),40.72926,-74.04249,Entire home/apt,,29,33,2024-04-13,0.38,3,0,0,
25225510,Jersey City Home,190595254,Robert,,Ward D (councilmember Michael Yun),40.74817,-74.04672,Entire home/apt,154,28,3,2021-07-11,0.04,1,362,0,
25373709,"M2 Minutes to NYC, Best of Jersey City, Roof Deck!",191464699,"Vikki,Louise",,Ward E (councilmember James Solomon),40.723930209801296,-74.04916303124465,Entire home/apt,155,30,23,2025-03-24,0.27,5,321,4,
25867641,STUDIO  on John F. Kennedy Boulevard,37412692,Kim,,Ward C (councilmember Richard Boggiano),40.73306,-74.06325,Entire home/apt,189,365,4,2019-05-02,0.05,11,365,0,
25967076,Luxury 1 bedroom apartment. 5Mins to the PATH,37412692,Kim,,Ward C (councilmember Richard Boggiano),40.7381,-74.06269,Entire home/apt,145,365,7,2020-03-08,0.08,11,365,0,
26038001,Entire 1 BDR APT-20 min to NYC Times Sqr+Parking,195687914,Jody,,Ward D (councilmember Michael Yun),40.75034,-74.04474,Entire home/apt,154,1,170,2025-06-15,1.99,1,274,34,STR-001149-2025
26108361,"72 ""1"" Bright Room by light rail/bus to NYC/WIFI",6958867,Gennadiy,,Ward F (councilmember Jermaine D. Robinson),40.71281,-74.07941,Private room,46,28,38,2025-05-29,0.45,36,66,3,
26127300,"72 ""2"" Private room by light rail/bus to NYC/WIFI",6958867,Gennadiy,,Ward F (councilmember Jermaine D. Robinson),40.71362,-74.07731,Private room,50,28,49,2025-06-18,0.57,36,88,6,Exempt
26170009,"Comfortable 1 bedroom space, backyard. Sleeps 4.",169627897,Ashley,,Ward A (councilmember Denise Ridley),40.68946,-74.09684,Entire home/apt,104,2,324,2025-06-21,3.89,1,199,47,Exempt
26199055,"72 ""3"" Huge Bright room by Iight rail/Bus/WIFI",6958867,Gennadiy,,Ward F (councilmember Jermaine D. Robinson),40.71271,-74.0792,Private room,46,28,48,2025-05-31,0.57,36,61,2,Exempt
26216865,Studio  ON Washington Blvd**20Mins to NYC,37412692,Kim,,Ward E (councilmember James Solomon),40.72317,-74.03767,Entire home/apt,175,365,2,2019-09-22,0.03,11,365,0,
26231740,Private room by Light Rail stop min to NYc WIFI,1410306,Eugene,,Ward F (councilmember Jermaine D. Robinson),40.71266,-74.07855,Private room,36,28,43,2025-05-24,0.50,31,63,5,
26294491,Big Sunny room by light rail/Bus to NYC WIFI,1410306,Eugene,,Ward F (councilmember Jermaine D. Robinson),40.71324,-74.07709,Private room,40,28,45,2025-01-20,0.53,31,79,3,Exempt
26395314,"Sean's Homestead,the Green Room.",198483375,Sean,,Ward E (councilmember James Solomon),40.71553,-74.03825,Private room,78,2,330,2025-06-04,3.91,3,196,52,str-001477-2025
26395486,"Sean's Jersey City Homestead,the Double Room.",198483375,Sean,,Ward E (councilmember James Solomon),40.7163,-74.03797,Private room,100,2,331,2025-06-08,3.94,3,146,63,STR-001477-2025
26561798,★ MASTER Room with PRIVATE entrance ★,199724679,Juliano,,Ward F (councilmember Jermaine D. Robinson),40.71991,-74.04745,Entire home/apt,117,28,204,2024-12-29,2.42,1,0,25,
27081601,Permitted Single family home,17523923,Amanda Mia,,Ward D (councilmember Michael Yun),40.75207,-74.05006,Entire home/apt,260,3,26,2024-10-16,0.59,1,196,2,STR-2024-03349
27257632,"Sean's Jersey City Homestead,the Pink Room.",198483375,Sean,,Ward E (councilmember James Solomon),40.71612,-74.03732,Private room,77,2,299,2025-06-07,3.56,3,277,57,STR-001477-2025
27262062,Million Dollar View Private Suite Self Contained,205350079,Philip,,Ward D (councilmember Michael Yun),40.75029,-74.03999,Private room,149,2,287,2025-06-12,3.43,1,45,54,STR-2024-03772
27577588,Luxury Studio ON Grove Street E0C - B1CA,37412692,Kim,,Ward E (councilmember James Solomon),40.71833,-74.04008,Entire home/apt,135,365,0,,,11,365,0,
27785634,"Cozy Apt Dwntwn JC, 8 mins to NYC(APT 2)",21009089,,,Ward E (councilmember James Solomon),40.72467,-74.04415,Entire home/apt,148,2,241,2025-06-16,2.90,2,12,40,STR-000553-2024
28108085,1 Bedroom Unit close to Mass trans into NYC,6472134,Gale,,Ward B (councilmember Mira Prinz-Arey),40.72579,-74.07709,Entire home/apt,83,28,159,2025-05-16,1.93,3,239,10,
28365323,"Sunny Oasis, Just 10 Minutes to NYC",203121906,Zack,,Ward C (councilmember Richard Boggiano),40.73359,-74.05598,Private room,46,28,34,2025-05-27,0.47,8,333,4,
28412436,Gorgeous Brownstone Apartment mins from NYC!!,214510194,Rody,,Ward F (councilmember Jermaine D. Robinson),40.7153,-74.07363,Entire home/apt,149,28,227,2025-05-21,2.74,1,269,26,
28537803,Cozy Alcove Studio Apt w Outdoor deck w NYC Views,40728425,Gerardo,,Ward F (councilmember Jermaine D. Robinson),40.71085739135742,-74.05911254882812,Entire home/apt,233,3,59,2025-06-09,0.72,2,353,7,STR-2024-04127
28565125,Jersey City Apartment,215587813,Curtis,,Ward A (councilmember Denise Ridley),40.70018,-74.08215,Entire home/apt,140,2,47,2025-06-22,2.46,1,235,31,str-2024-00102
28605886,Spacious 1 bedroom on Kennedy Boulevard,37412692,Kim,,Ward C (councilmember Richard Boggiano),40.73337,-74.06486,Entire home/apt,152,365,0,,,11,365,0,
28696645,"Nice room Queen bed, table WIFI minutes to NYC",1410306,Eugene,,Ward D (councilmember Michael Yun),40.755,-74.04475,Private room,38,28,35,2025-03-08,0.43,31,100,2,Exempt
28741254,"Top Floor of Townhouse Short Ride to NYC, Parking",93007039,Roy,,Ward F (councilmember Jermaine D. Robinson),40.72316,-74.06663,Entire home/apt,202,5,144,2025-06-08,1.78,1,49,29,STR-005472-2024
28889557,Stunning Jersey City Home,51652045,Ruth,,Ward B (councilmember Mira Prinz-Arey),40.7268,-74.06748,Entire home/apt,190,30,6,2022-06-12,0.08,2,364,0,
29225127,2nd Floor Suite/Private bath &kitchenette - Master,45401469,Dwayne,,Ward F (councilmember Jermaine D. Robinson),40.72362,-74.06705,Private room,76,6,97,2025-06-08,1.20,2,83,13,Exempt
29283523,Message me before booking!,215597619,Capri,,Ward C (councilmember Richard Boggiano),40.73201,-74.06834,Entire home/apt,,30,17,2023-01-01,0.21,3,87,0,
29429454,Stylish studio apt close to NYC and Newark Airport,17428008,Pamella,,Ward B (councilmember Mira Prinz-Arey),40.71561,-74.07963,Entire home/apt,101,3,60,2025-06-04,0.86,1,7,17,STR-000737-2022
29465085,Historic Jersey Suite (Spring Pricing),43673554,Christian W.,,Ward E (councilmember James Solomon),40.71863,-74.04315,Entire home/apt,179,2,229,2025-06-08,2.83,6,341,33,Exempt
29467855,"Cozy studio, 30 mins to manhattan",7128056,Alice,,Ward C (councilmember Richard Boggiano),40.72589,-74.06318,Entire home/apt,101,3,44,2025-06-08,1.39,2,245,16,STR-001353-2025
29479790,5 Bed 3 Bath Condo w/ parking. 20 mins to NYC,137130688,Leo,,Ward F (councilmember Jermaine D. Robinson),40.71184,-74.07261,Entire home/apt,386,2,239,2025-05-29,2.95,3,353,26,STR-2024-02842
29574485,Cozy 1BR Apartment,27315090,Douglas,,Ward D (councilmember Michael Yun),40.74983,-74.04195,Entire home/apt,152,2,110,2025-06-22,4.08,1,48,41,STR-2024-02736
29611127,The Cook's Brickhouse *Walk to PATH!,6262537,,,Ward C (councilmember Richard Boggiano),40.73705,-74.06696,Entire home/apt,112,28,26,2025-04-09,0.37,2,256,3,
29611159,The Brick Vault--Walk to Path!,6262537,,,Ward C (councilmember Richard Boggiano),40.73816,-74.0647,Entire home/apt,92,28,18,2025-05-10,0.27,2,296,7,
29647965,"Urban Sanctuary: 1 Stop To NYC, 2 BR w Cool Yard",10697315,Kiyoung,,Ward E (councilmember James Solomon),40.72686,-74.05096,Entire home/apt,268,1,208,2025-06-13,2.62,1,213,40,STR-001156-2025
29657628,"Private Room • Near NYC Transit, Kitchen Access G2",81986778,Mar,,Ward C (councilmember Richard Boggiano),40.73843,-74.05202,Private room,83,2,121,2025-06-16,1.50,6,266,17,STR-001299-2025
29675980,Stylish & Clean Room near NYC!* Long term,2549076,Miz,,Ward D (councilmember Michael Yun),40.74974,-74.05886,Private room,,30,68,2025-05-03,0.84,9,28,1,
29684991,Affordable Room in Jersey City!!* Long-term Stay!,2549076,Miz,,Ward D (councilmember Michael Yun),40.74855,-74.05751,Private room,55,30,67,2025-05-31,0.82,9,203,1,
29834042,Beautiful 3 bed 2 bath home Close to NYC,91382887,Daniel,,Ward A (councilmember Denise Ridley),40.70411,-74.09872,Entire home/apt,143,28,17,2023-10-25,0.21,6,203,0,
30131200,Easy commute Cozy Studio in Jersey City,226410166,Min B,,Ward D (councilmember Michael Yun),40.75037,-74.04194,Entire home/apt,158,4,189,2025-06-19,2.37,2,265,50,STR-2024-05154
30256779,★ Stylish Apartment Close to NYC ★,17378729,Teodorina,,Ward B (councilmember Mira Prinz-Arey),40.72683,-74.07816,Entire home/apt,90,29,72,2024-11-09,0.90,2,62,1,
30308280,Historic Townhouse 3Bedr/2FullBath Minutes to NYC,130079472,Deniz,,Ward F (councilmember Jermaine D. Robinson),40.71473,-74.06831,Entire home/apt,150,28,50,2025-05-11,0.63,1,270,5,
30317627,Lovely room for rent with shared bathroom,178535875,Deepti,,Ward C (councilmember Richard Boggiano),40.73214619114369,-74.05875993078227,Private room,87,1,128,2025-06-21,1.61,21,128,40,Exempt
30360443,"Modern Apt with Parking & Garden, 30 Min from NYC",17995417,Benjamin,,Ward A (councilmember Denise Ridley),40.70043,-74.07663,Entire home/apt,72,30,52,2025-02-23,0.65,3,112,2,
30592230,"Lovely private bed/bath Paulus Hook, Jersey City",13264918,Charlotte,,Ward E (councilmember James Solomon),40.71562,-74.04053,Private room,110,1,286,2025-06-11,3.61,1,175,49,STR-003901-2024
31038685,829-2AL Private Bedroom 25 to NYC Time Square,443343607,,,Ward D (councilmember Michael Yun),40.7575,-74.04886,Private room,68,30,28,2025-05-31,0.35,35,299,2,
31253851,New  2 Bedroom Apt close to NYC &shopping/parkR3,233838758,Jairaj,,Ward B (councilmember Mira Prinz-Arey),40.72235,-74.0862,Entire home/apt,140,4,67,2025-06-09,0.89,5,138,12,Exempt
31295038,Attic Rose Private Room (female only),49357921,Ying,,Ward A (councilmember Denise Ridley),40.69339,-74.09001,Private room,46,28,9,2025-03-09,0.12,11,271,2,
31440681,Luxury Studio Close to Grove street PATH,37412692,Kim,,Ward E (councilmember James Solomon),40.71964,-74.03992,Entire home/apt,89,365,4,2020-04-02,0.05,11,364,0,
